person_age,person_income,person_emp_length,person_home_ownership,loan_intent,loan_amnt,loan_int_rate,credit_score,loan_status
46,149045,9,rent,home_improvement,15306,23.71,590,0
22,37857,8,own,medical,12885,12.84,733,0
29,39627,2,own,debt_consolidation,8443,13.06,308,0
29,81822,13,own,medical,32839,18.02,774,1
60,104101,14,own,medical,18084,15.54,821,0
37,111561,1,own,business,24911,12.49,836,0
21,72248,13,mortgage,education,5383,24.8,310,0
45,75798,15,mortgage,personal,27777,11.04,626,0
63,113368,6,rent,education,35361,10.55,575,0
60,64116,3,rent,debt_consolidation,15758,22.29,669,0
62,95318,17,own,business,30521,5.07,789,0
45,124186,4,rent,education,21529,9.03,644,0
59,147119,5,mortgage,personal,24091,16.81,667,0
55,107902,6,mortgage,education,32381,8.25,610,1
23,48557,14,rent,education,36380,24.72,784,0
57,91334,0,own,education,31932,14.28,314,1
64,95163,3,mortgage,home_improvement,2908,16.95,303,0
64,126719,0,rent,home_improvement,31358,8.21,675,0
50,143099,10,own,education,31412,10.79,668,1
58,98002,17,rent,personal,19174,17.29,764,0
54,62614,13,own,personal,16496,15.99,832,0
32,32720,10,own,personal,3928,20.69,436,1
39,77608,9,mortgage,personal,31632,10.38,662,1
57,127449,16,mortgage,business,33309,18.07,515,1
64,122828,3,rent,business,10280,10.82,667,0
37,146613,14,rent,medical,22635,16.74,416,0
30,92095,15,own,education,27957,17.1,478,0
32,125924,12,mortgage,education,37895,7.44,545,1
36,104694,8,own,medical,5963,15.97,427,0
44,116452,10,own,personal,28521,5.24,657,0
39,107593,10,own,debt_consolidation,33615,15.02,377,1
28,55892,5,own,debt_consolidation,22695,18.95,592,0
51,126975,0,own,medical,10357,6.46,381,1
41,97242,5,own,debt_consolidation,26176,23.77,641,0
37,136041,12,rent,home_improvement,19409,14.18,637,0
43,146202,4,mortgage,education,1987,23.77,395,0
57,97606,14,mortgage,debt_consolidation,2965,7.15,444,0
36,143769,17,own,business,32318,24.0,820,1
26,138542,19,own,business,27015,7.18,696,0
28,126438,13,own,home_improvement,30191,14.23,656,0
45,20924,14,mortgage,education,1868,23.76,485,1
38,71322,4,mortgage,home_improvement,38146,9.65,842,0
45,46478,3,own,education,30032,5.7,450,0
32,91042,1,mortgage,education,29305,20.86,618,0
35,66418,6,own,debt_consolidation,23640,16.92,358,0
46,82217,9,own,business,19318,15.28,309,0
61,120699,15,own,medical,14246,5.69,423,0
46,110140,9,rent,debt_consolidation,34844,18.06,655,0
52,100846,17,mortgage,personal,33602,8.43,645,1
30,93762,16,mortgage,home_improvement,22584,23.62,536,1
36,31781,12,mortgage,personal,16169,18.71,632,0
27,25515,0,own,education,26968,19.14,316,1
37,137358,0,rent,debt_consolidation,7385,9.65,723,1
43,56133,14,own,personal,9222,22.62,623,1
46,102508,0,own,personal,26444,15.75,322,1
41,117628,5,own,business,39248,22.14,758,1
42,96946,12,rent,personal,6362,10.42,759,0
27,105058,0,own,business,34718,20.11,820,1
34,29095,4,own,business,9250,16.49,720,1
35,108583,8,rent,education,3818,5.97,702,0
27,40470,16,own,business,37368,13.11,630,0
29,63129,15,own,education,16053,8.68,756,0
28,28531,7,mortgage,business,28426,12.18,782,0
43,57038,16,rent,business,25892,12.67,797,1
49,107939,14,mortgage,education,30361,14.5,326,0
38,62674,0,own,personal,17007,17.01,696,1
51,147572,11,rent,home_improvement,15241,16.42,487,0
50,114658,4,rent,debt_consolidation,24902,5.78,439,0
59,102476,5,own,debt_consolidation,25506,20.01,820,0
55,49831,0,mortgage,education,18562,23.98,391,0
38,77174,0,own,personal,21239,11.97,376,0
62,31279,9,rent,home_improvement,14065,8.59,543,1
59,58220,9,rent,medical,39805,15.8,387,0
37,80610,2,own,education,34295,19.1,593,0
34,72719,16,own,medical,19443,18.58,394,1
51,144936,18,own,debt_consolidation,10290,17.24,552,0
44,73051,10,own,debt_consolidation,1211,7.92,698,0
55,92013,17,mortgage,home_improvement,19098,21.74,353,1
64,76652,1,mortgage,home_improvement,20072,13.51,542,0
54,85524,8,mortgage,medical,20650,9.43,409,0
23,102936,16,mortgage,debt_consolidation,16115,6.73,520,1
57,26470,13,rent,home_improvement,6149,13.33,461,0
63,87598,3,rent,home_improvement,18716,17.36,334,0
60,61798,16,mortgage,debt_consolidation,33188,18.31,336,0
46,144517,16,own,debt_consolidation,14621,24.25,669,0
43,73473,11,rent,personal,7820,8.06,476,0
64,39880,19,own,business,31399,24.72,820,1
59,120117,17,mortgage,home_improvement,15002,18.09,574,1
35,64439,2,rent,medical,29750,14.08,404,1
24,140944,10,rent,education,27074,22.76,455,0
49,34308,17,rent,education,18310,18.89,635,0
42,111563,3,rent,debt_consolidation,18006,11.97,325,0
45,116256,16,mortgage,business,10671,22.68,595,0
33,55081,17,rent,medical,28894,18.33,836,1
38,95242,4,mortgage,personal,27193,18.98,654,0
53,70383,13,rent,home_improvement,11222,22.93,368,0
36,29837,9,mortgage,personal,24786,13.97,626,0
62,124135,14,mortgage,medical,32509,18.14,450,0
64,72151,0,own,personal,1386,19.89,619,0
22,138128,15,mortgage,debt_consolidation,2634,14.08,751,0
55,56824,10,own,education,5133,6.67,411,0
62,53073,19,rent,debt_consolidation,39349,20.43,761,0
54,132651,5,own,home_improvement,35735,5.96,661,1
50,117624,15,mortgage,debt_consolidation,22952,19.36,502,0
33,113648,1,own,medical,25816,23.22,786,1
33,46299,0,rent,medical,22529,11.94,779,0
38,119993,8,own,home_improvement,6767,7.04,303,1
52,78861,11,mortgage,home_improvement,19383,9.66,428,0
52,50063,16,mortgage,education,5901,16.25,325,0
55,89453,14,rent,personal,15633,23.85,326,0
59,141768,18,rent,education,20163,15.25,341,0
49,143299,9,own,debt_consolidation,11707,7.25,363,1
49,88472,11,rent,personal,23576,17.56,324,0
64,122166,13,mortgage,home_improvement,19061,19.66,371,0
36,34506,8,own,medical,12548,12.87,781,0
64,114341,12,own,debt_consolidation,16115,19.43,567,0
30,99854,2,own,education,10843,11.5,394,0
50,133604,13,own,business,37945,20.78,694,0
45,46026,9,rent,business,4841,11.82,663,0
59,47672,15,own,home_improvement,7416,10.12,614,0
40,58417,6,own,personal,11633,22.58,416,0
25,72413,3,own,business,38653,15.97,463,0
21,144044,19,mortgage,personal,1594,10.7,605,0
50,85066,10,mortgage,medical,15393,23.7,499,0
23,79213,15,rent,home_improvement,36380,18.82,479,1
34,70971,19,mortgage,home_improvement,23743,9.41,657,0
50,47281,3,mortgage,debt_consolidation,32971,17.29,551,0
24,133978,16,rent,debt_consolidation,5861,22.41,598,1
38,48091,12,rent,personal,38534,18.92,729,0
57,70494,10,own,business,37126,9.9,303,0
45,123864,2,own,business,15846,17.98,553,0
21,133755,8,rent,education,27177,17.38,395,0
35,38610,5,own,personal,34682,21.42,466,0
29,21079,10,own,business,19228,8.56,630,0
35,115386,15,own,debt_consolidation,35763,18.99,361,0
44,66751,18,rent,debt_consolidation,25009,5.55,473,1
24,106126,4,mortgage,debt_consolidation,1094,18.92,552,0
32,75432,13,mortgage,personal,16100,24.21,760,0
57,50951,16,rent,home_improvement,33917,8.49,514,0
57,100863,2,rent,education,18430,11.23,538,0
63,98291,3,own,education,36571,16.66,714,0
26,145659,15,rent,debt_consolidation,25974,19.65,425,0
59,79872,15,rent,medical,32129,11.89,552,0
44,27235,3,rent,personal,21860,18.29,496,1
31,102733,18,rent,business,8276,22.99,712,0
33,82712,16,own,business,1551,19.53,755,0
54,41473,12,own,home_improvement,9486,19.22,353,0
45,87567,0,rent,debt_consolidation,18527,12.64,638,0
27,126818,11,rent,medical,10745,23.23,658,0
24,145849,3,mortgage,debt_consolidation,13997,10.55,450,0
28,127399,10,mortgage,medical,19330,9.11,399,0
40,144421,4,rent,education,39585,12.28,533,0
49,99823,1,mortgage,medical,25829,18.0,843,0
30,124215,16,mortgage,education,9070,22.23,361,0
63,129999,7,own,education,2320,7.64,495,0
54,52230,5,own,personal,24507,21.28,841,0
46,104573,8,own,medical,39921,21.26,405,0
61,112588,12,mortgage,home_improvement,7589,16.74,594,0
23,88876,10,rent,home_improvement,28459,20.21,750,0
26,60644,15,own,medical,16589,8.64,833,0
25,68664,15,mortgage,personal,37375,8.39,455,0
25,65203,1,rent,home_improvement,34168,22.26,705,0
43,86677,9,own,debt_consolidation,27732,14.96,674,0
29,45425,11,mortgage,home_improvement,32511,9.92,754,0
55,143246,7,own,personal,23426,18.77,501,1
40,104817,10,mortgage,education,31982,22.84,751,0
62,127585,9,own,education,17746,17.65,486,0
55,105961,12,mortgage,education,29514,11.95,667,0
38,120342,16,rent,personal,4851,14.66,639,0
37,145740,6,own,education,20796,20.05,561,0
44,117649,2,own,education,11498,6.35,842,0
23,89806,19,mortgage,personal,33852,9.34,605,1
52,62814,12,rent,debt_consolidation,35592,14.25,464,1
55,90219,18,rent,home_improvement,16930,17.08,387,0
58,69646,6,own,personal,22159,11.78,499,0
33,59884,8,mortgage,personal,30536,10.97,570,1
45,115345,18,own,medical,25252,5.83,350,0
29,146062,12,mortgage,education,25003,5.65,788,0
24,120088,7,rent,business,36139,10.57,497,1
34,138198,17,own,debt_consolidation,23205,15.61,322,0
57,89322,1,mortgage,business,31523,16.13,522,1
54,41650,17,rent,medical,8464,14.88,520,0
31,114242,17,mortgage,debt_consolidation,18110,13.2,565,1
61,29190,10,own,education,8121,10.05,372,0
23,58196,0,mortgage,business,10840,13.01,376,0
48,59449,13,own,education,38080,7.78,843,1
49,59661,15,rent,education,10461,7.31,734,0
29,49709,10,mortgage,home_improvement,21927,11.0,364,0
23,130965,0,rent,debt_consolidation,25398,24.91,656,0
45,100428,6,rent,debt_consolidation,34086,11.53,317,0
54,95179,15,own,medical,16329,23.73,735,0
32,29943,13,own,personal,16791,12.85,740,0
62,63240,14,rent,education,15372,13.78,308,0
29,65760,13,own,education,28354,20.94,769,0
35,41042,10,rent,business,22537,6.87,647,0
60,141770,15,own,medical,35370,8.65,671,1
45,63894,18,own,debt_consolidation,26405,24.48,474,1
25,26869,16,mortgage,home_improvement,24703,15.12,814,0
31,81078,5,mortgage,debt_consolidation,16234,5.89,429,0
54,76759,10,own,home_improvement,8532,5.95,592,1
44,125973,16,rent,home_improvement,36416,23.14,652,0
35,64306,8,rent,debt_consolidation,7903,22.47,523,1
58,128369,17,rent,business,19242,14.17,823,0
28,75371,16,own,education,14788,8.26,808,0
25,40918,11,own,home_improvement,36249,21.61,667,1
46,48379,4,rent,business,35588,11.49,799,0
38,140667,10,mortgage,medical,30513,13.38,389,0
26,128475,3,mortgage,medical,20542,18.65,371,1
57,110810,3,rent,home_improvement,33294,12.07,732,0
33,103232,2,own,education,4684,17.57,647,0
48,22962,16,own,home_improvement,24795,22.71,562,0
25,33851,6,rent,medical,4651,20.95,570,0
33,137626,3,mortgage,medical,11431,12.63,808,0
37,65747,12,rent,debt_consolidation,11131,10.76,807,0
60,145180,11,rent,education,25091,10.71,719,1
52,72349,0,rent,debt_consolidation,25845,11.97,371,1
49,90832,18,mortgage,business,25491,14.87,373,1
23,76356,19,rent,business,5830,13.33,802,0
60,34745,17,mortgage,business,29640,7.66,445,1
54,25730,10,own,personal,8334,8.27,345,0
60,33921,19,mortgage,business,10304,11.86,404,1
47,118430,2,mortgage,home_improvement,18032,16.24,408,0
33,91138,16,rent,debt_consolidation,26755,16.85,616,0
53,103111,11,own,business,1016,14.72,420,0
26,39023,9,rent,education,9308,19.78,798,0
44,65349,7,mortgage,business,30654,19.74,342,0
39,146796,14,mortgage,home_improvement,6942,13.55,398,0
36,101533,4,rent,home_improvement,3693,7.49,610,0
60,103286,3,own,home_improvement,16562,15.6,513,0
48,61979,19,mortgage,home_improvement,7259,12.63,762,0
53,42837,18,mortgage,home_improvement,5942,7.76,722,1
61,34997,3,mortgage,education,37556,24.64,688,1
33,124975,14,own,personal,1371,12.4,411,0
63,108603,16,rent,medical,28383,17.52,571,0
45,65039,11,own,personal,24404,14.8,401,1
62,147394,2,own,medical,8120,7.86,509,0
56,40923,9,mortgage,debt_consolidation,6702,6.11,321,1
47,28876,14,own,home_improvement,9347,17.52,458,0
58,80973,9,mortgage,debt_consolidation,36429,9.94,642,1
27,22887,17,own,debt_consolidation,26040,9.87,699,1
25,83723,0,own,medical,38646,24.14,753,0
63,62422,2,rent,education,38083,14.24,442,0
51,122390,11,own,home_improvement,23542,5.59,696,0
43,71413,0,rent,business,9308,11.8,835,0
62,122484,2,mortgage,debt_consolidation,35142,16.69,440,0
30,22841,2,mortgage,personal,31690,11.57,539,0
52,144647,4,rent,home_improvement,8393,5.54,591,0
63,48756,18,mortgage,education,5403,13.89,381,0
50,91576,0,mortgage,home_improvement,4546,7.12,470,0
59,138248,3,own,business,37745,17.38,825,1
51,30304,3,rent,business,29893,17.39,841,1
38,50341,16,mortgage,debt_consolidation,10388,5.76,409,1
56,24758,13,rent,personal,37660,10.81,511,1
22,37010,17,own,debt_consolidation,24708,13.27,737,1
34,147039,0,mortgage,education,25726,16.01,621,1
33,80758,15,mortgage,medical,15008,10.92,383,0
49,51658,2,rent,business,37017,10.75,675,0
32,69002,8,mortgage,personal,1111,24.66,352,1
59,123318,3,rent,business,18545,5.84,795,0
22,21375,4,mortgage,education,3379,24.78,555,0
52,119485,10,own,education,31237,5.96,519,0
33,42092,8,own,business,22810,10.77,399,0
47,20490,2,rent,debt_consolidation,18809,14.87,428,0
61,23729,5,mortgage,business,9469,7.87,518,0
37,25974,10,mortgage,debt_consolidation,28967,7.7,776,1
60,138222,8,rent,business,10748,10.13,757,0
51,105216,14,own,debt_consolidation,24424,24.47,321,0
54,103860,2,own,medical,21976,12.6,628,0
44,147288,0,own,home_improvement,24914,16.32,779,0
55,116870,19,rent,home_improvement,31067,19.09,638,0
26,41398,18,own,debt_consolidation,13942,19.84,478,0
39,54650,13,rent,debt_consolidation,20491,18.76,720,0
50,41292,16,own,medical,5533,11.74,781,0
27,121291,13,own,home_improvement,24583,7.23,348,1
30,123889,16,rent,medical,38049,10.63,329,1
61,23159,13,mortgage,education,28821,9.21,384,0
52,118162,11,mortgage,business,31261,7.73,801,0
54,82766,15,mortgage,home_improvement,38536,5.49,845,0
48,114887,0,own,debt_consolidation,30945,23.71,628,0
35,122834,12,own,personal,18384,23.42,733,0
50,37065,5,mortgage,education,29410,6.01,548,1
57,41638,16,own,business,13198,8.46,433,0
49,21073,11,own,personal,30354,7.79,664,0
42,66511,18,mortgage,medical,8169,10.62,724,0
24,104307,5,rent,business,32909,9.08,714,1
40,145274,6,mortgage,medical,4830,23.92,811,0
52,120997,0,mortgage,medical,22404,6.68,684,0
56,127866,0,rent,debt_consolidation,28757,9.23,687,1
24,49320,4,own,medical,36650,6.61,748,0
47,89876,5,mortgage,personal,34766,24.61,602,0
37,54924,15,mortgage,education,16942,23.37,398,0
32,101720,15,own,debt_consolidation,33419,19.33,605,0
42,60734,13,own,education,17668,13.52,341,0
37,88116,0,rent,medical,17246,8.8,767,1
30,60025,12,own,home_improvement,25996,9.43,739,0
21,114503,19,mortgage,business,4065,13.86,626,0
42,22159,9,own,debt_consolidation,11467,20.36,332,0
46,68940,9,own,medical,22007,10.29,711,0
38,99436,8,rent,debt_consolidation,3543,11.22,413,0
34,96976,12,rent,home_improvement,29702,17.0,807,0
49,34678,2,mortgage,personal,29833,9.75,355,1
32,81075,17,mortgage,personal,11033,16.68,651,0
56,67204,19,own,business,35169,12.74,628,0
55,32021,1,mortgage,personal,17829,5.69,845,1
32,26772,16,mortgage,home_improvement,5522,13.05,569,1
27,87163,18,own,education,21151,23.39,495,0
49,129968,12,own,home_improvement,36319,10.86,712,0
31,93755,12,own,home_improvement,27543,11.46,378,0
53,43464,0,rent,medical,38584,6.32,382,0
26,71137,1,rent,personal,31473,17.3,436,0
35,50232,0,own,debt_consolidation,8699,21.98,838,0
52,81497,4,rent,business,3629,12.06,605,0
31,128017,2,rent,education,11156,9.8,610,0
43,94024,6,rent,debt_consolidation,18441,24.13,687,0
46,120485,12,mortgage,medical,31716,19.9,848,0
54,129898,17,own,medical,7834,16.34,805,0
54,71448,6,own,education,19179,11.11,687,0
49,125468,0,mortgage,debt_consolidation,27219,9.42,592,0
24,104517,4,rent,education,38617,19.31,478,0
37,20901,16,own,education,16782,15.44,728,0
55,107980,7,rent,personal,16827,15.41,823,0
33,127594,14,mortgage,debt_consolidation,10431,6.47,611,0
61,103597,19,rent,personal,37918,15.24,379,1
59,22881,3,mortgage,personal,10496,21.45,313,0
35,49863,1,mortgage,business,24331,23.94,353,0
49,131362,4,rent,personal,24563,7.13,746,0
49,25622,0,rent,home_improvement,4712,17.62,364,1
31,142740,4,own,medical,29531,16.37,671,1
52,21378,5,mortgage,medical,33664,22.81,802,0
22,103168,1,rent,home_improvement,13420,20.02,395,0
34,113847,0,rent,education,6315,24.31,832,0
40,91186,3,own,debt_consolidation,6381,24.2,559,0
42,65201,6,own,debt_consolidation,10497,9.51,547,1
31,140767,0,own,debt_consolidation,30040,19.51,426,0
47,127760,0,mortgage,personal,33375,15.61,798,0
23,79251,7,own,debt_consolidation,14494,9.29,345,0
37,92572,19,mortgage,debt_consolidation,32752,8.9,567,0
64,59255,15,own,debt_consolidation,26357,6.62,841,1
48,83212,12,mortgage,medical,17950,20.91,393,0
49,70210,17,own,home_improvement,16752,11.49,615,0
41,145629,19,mortgage,business,38390,22.14,370,1
36,136736,9,own,education,5132,17.17,748,0
57,42499,11,own,home_improvement,29276,18.47,666,0
40,122552,0,rent,debt_consolidation,21551,10.83,709,0
26,71628,9,mortgage,education,27975,14.15,390,0
39,81360,8,rent,education,3670,13.25,808,0
25,24603,2,mortgage,home_improvement,10364,9.71,827,0
23,113309,18,rent,home_improvement,27296,21.65,409,0
21,147466,8,own,home_improvement,25680,17.44,388,1
58,105473,9,rent,business,19066,5.75,571,1
35,32632,18,own,home_improvement,29892,21.4,546,0
54,50607,15,mortgage,business,11041,7.12,660,0
55,111873,17,own,personal,10054,13.07,677,0
45,85756,13,rent,medical,12637,16.43,505,0
44,66994,2,mortgage,business,11757,5.15,644,0
32,83382,1,rent,medical,28484,18.06,754,0
38,90354,0,own,debt_consolidation,13329,18.19,366,1
35,76344,17,own,personal,34538,18.05,342,1
64,73775,8,rent,education,28115,8.27,528,0
36,27349,12,mortgage,home_improvement,27038,10.11,743,1
47,91154,1,rent,debt_consolidation,37622,9.95,533,0
28,47464,6,own,education,36886,24.2,498,0
45,62624,15,mortgage,medical,10901,6.35,796,0
37,141897,18,rent,education,18374,13.58,331,0
49,146866,14,own,home_improvement,33806,22.43,563,0
28,57344,10,mortgage,home_improvement,18659,20.39,412,0
35,145857,0,rent,business,24453,21.45,758,0
47,103791,6,mortgage,business,31498,24.45,575,0
27,44299,19,own,medical,5857,12.75,445,0
23,67975,7,rent,home_improvement,17312,11.19,656,0
49,21462,9,rent,personal,2436,5.61,305,0
64,140209,4,own,debt_consolidation,28569,8.0,639,0
44,101441,8,own,medical,25949,16.24,793,0
23,110456,0,own,medical,8693,8.15,407,1
40,101788,1,rent,education,38019,19.73,370,1
35,126540,18,own,medical,10305,5.74,639,0
45,60581,13,rent,debt_consolidation,33646,10.19,399,0
50,120372,19,rent,personal,28302,18.91,626,0
34,91289,9,mortgage,education,11590,10.11,332,0
27,125541,8,own,debt_consolidation,4123,19.58,442,0
37,34175,9,own,business,5158,24.92,543,1
64,141704,5,mortgage,medical,9700,20.94,516,0
40,26191,16,rent,home_improvement,11531,11.84,733,0
56,103434,5,rent,business,28738,23.01,353,0
29,104518,3,rent,home_improvement,10879,6.02,450,0
58,100158,19,own,debt_consolidation,6543,19.5,354,1
42,86537,2,rent,personal,19581,5.47,816,0
22,135721,18,mortgage,home_improvement,37679,8.49,747,0
44,67645,17,rent,debt_consolidation,14582,24.75,334,0
28,128536,3,own,education,31276,12.22,418,1
31,43283,7,own,medical,39003,21.41,496,1
33,143153,16,rent,personal,5799,12.52,813,0
37,106971,4,rent,personal,26091,21.8,721,0
28,112759,12,own,education,29234,24.31,816,1
41,79123,0,rent,personal,25605,13.71,438,0
38,122780,12,mortgage,debt_consolidation,37534,16.19,343,0
50,50024,3,own,personal,32668,17.57,518,0
38,69630,13,rent,personal,5111,23.7,557,0
51,50734,2,rent,personal,25686,10.13,812,0
58,20515,4,rent,debt_consolidation,8015,17.22,676,0
52,130782,6,mortgage,business,7856,11.49,588,0
31,86727,0,own,medical,17490,9.34,769,0
45,117800,11,mortgage,home_improvement,36194,6.7,402,0
53,129164,10,rent,business,15497,17.41,448,0
58,66216,7,mortgage,personal,24194,22.64,383,0
61,91833,5,rent,education,6316,12.03,325,1
28,78755,1,rent,education,39130,16.05,474,0
31,47856,18,own,debt_consolidation,5693,17.84,721,0
42,134959,19,own,medical,30954,13.29,645,0
44,93870,19,rent,personal,22652,23.07,601,0
61,44162,13,rent,debt_consolidation,15178,12.26,597,0
37,26008,0,rent,home_improvement,15751,7.5,434,1
32,27987,9,own,medical,1425,7.88,354,0
52,82532,15,own,medical,4044,22.82,355,0
35,116502,3,rent,debt_consolidation,12480,24.76,673,0
36,23332,10,own,business,39997,10.78,638,0
42,86323,15,rent,education,2239,7.87,756,0
48,58990,19,mortgage,business,7566,14.64,654,0
40,29873,0,own,medical,20775,19.19,431,0
53,102542,15,rent,education,37981,17.25,792,0
30,105761,18,mortgage,medical,4006,24.02,409,0
60,56444,8,rent,medical,8025,21.36,425,0
52,55340,8,mortgage,medical,20423,22.38,595,0
53,125219,8,own,home_improvement,26174,15.83,478,0
22,25033,16,own,education,27663,11.55,496,1
53,93324,11,rent,home_improvement,34952,19.03,400,1
53,35689,12,own,education,28326,13.78,482,1
61,129756,7,own,home_improvement,32139,10.76,308,0
33,107134,15,mortgage,home_improvement,9102,8.05,712,0
50,123016,17,own,home_improvement,8116,15.56,403,0
53,115239,0,mortgage,debt_consolidation,13937,16.89,425,0
33,20066,0,mortgage,home_improvement,31161,16.38,845,0
46,134159,11,mortgage,business,5383,7.33,569,0
42,65246,5,own,business,21320,16.4,765,1
59,27533,8,rent,medical,5507,8.37,417,0
22,100639,4,rent,personal,15735,18.27,391,0
58,90152,15,own,home_improvement,30713,13.59,784,0
59,131581,17,mortgage,personal,17519,21.98,386,0
46,135828,16,own,personal,3025,20.57,533,0
35,79658,17,rent,medical,20919,19.49,423,0
54,58498,0,mortgage,personal,38622,19.01,502,1
62,129028,18,own,personal,39135,16.21,331,0
64,31772,7,mortgage,business,36658,6.22,656,0
60,109385,2,mortgage,personal,20141,18.11,762,0
31,69036,4,rent,education,30696,14.34,393,0
23,78531,7,mortgage,home_improvement,4773,14.39,821,0
26,139159,18,own,home_improvement,25956,12.58,707,0
29,32940,17,mortgage,personal,16819,23.58,399,1
26,138027,17,mortgage,medical,2528,9.99,543,0
29,36932,0,own,education,21955,11.33,357,0
59,115305,14,rent,medical,6049,24.26,656,0
51,76827,17,rent,medical,34616,21.2,790,0
52,81431,6,own,personal,21511,5.28,619,0
61,44648,15,mortgage,debt_consolidation,11119,23.12,318,0
32,132947,15,own,personal,11357,9.53,656,0
28,52966,14,own,business,17167,19.12,416,0
28,47777,5,own,debt_consolidation,23253,16.06,435,0
48,144661,8,rent,education,35889,15.74,595,0
40,52567,6,mortgage,debt_consolidation,30798,19.36,824,0
27,135259,13,own,personal,5681,9.14,400,0
31,37174,10,rent,personal,15755,8.18,679,0
40,62598,15,rent,medical,1472,18.04,454,0
36,144711,5,mortgage,personal,33881,10.81,404,0
24,79199,15,own,business,14690,24.48,825,0
26,33798,19,mortgage,personal,26912,14.03,427,0
42,85364,15,own,home_improvement,7473,7.23,700,0
46,37558,11,rent,home_improvement,19669,18.72,828,0
23,81084,16,rent,medical,34964,11.12,849,0
61,64237,4,mortgage,debt_consolidation,17462,7.97,423,0
62,85497,12,own,debt_consolidation,21943,13.46,659,0
34,20178,7,mortgage,home_improvement,39785,24.28,363,0
31,136932,4,own,business,36420,13.23,401,1
38,106006,11,mortgage,education,11832,11.95,576,0
32,37118,8,rent,business,6385,13.89,526,0
43,42616,2,mortgage,home_improvement,31362,5.24,322,0
32,20798,2,own,business,15708,7.66,363,0
33,27601,0,mortgage,education,24438,21.99,456,1
45,45363,17,own,debt_consolidation,18211,24.56,689,0
39,22795,11,mortgage,home_improvement,15571,8.16,448,0
56,117462,8,own,personal,22307,15.71,662,0
28,65264,8,own,education,12002,24.33,763,0
49,122892,17,own,education,37153,8.13,698,0
52,92833,17,mortgage,education,23440,8.73,704,0
64,149688,6,mortgage,debt_consolidation,2965,23.54,431,0
38,23084,3,rent,business,33556,19.11,496,1
26,115865,12,own,medical,3427,8.04,334,0
38,96646,16,rent,personal,36609,12.87,719,1
39,20731,1,rent,home_improvement,26189,6.13,676,0
42,21129,13,own,business,26138,13.65,698,0
57,48022,2,rent,education,7563,20.56,519,0
52,21605,4,mortgage,debt_consolidation,15387,16.08,816,0
61,97506,13,rent,education,6840,17.95,641,0
23,129241,2,mortgage,business,16154,11.54,715,0
48,64130,6,own,home_improvement,25194,8.23,755,0
30,49265,17,own,personal,23448,5.26,596,0
55,52330,12,own,education,31924,21.43,630,0
49,88469,9,rent,debt_consolidation,24528,17.73,638,0
35,35187,12,own,debt_consolidation,30402,9.59,597,0
53,45791,15,own,medical,5352,13.37,611,0
27,110436,8,mortgage,debt_consolidation,1184,21.03,354,0
32,90610,1,rent,medical,11384,15.77,833,0
50,132341,4,rent,personal,15319,11.0,404,0
41,111962,16,own,home_improvement,21449,10.34,474,0
51,59867,3,rent,medical,11426,9.35,593,0
44,136178,16,own,education,8504,21.47,674,0
40,20893,8,mortgage,business,34368,16.64,749,0
57,119694,19,rent,education,39305,19.18,744,0
24,39773,1,rent,home_improvement,33094,22.2,359,1
48,24239,17,mortgage,debt_consolidation,15685,24.74,691,1
64,40863,10,rent,business,9724,9.99,689,0
40,71415,12,own,education,6084,8.62,511,1
44,88968,7,rent,business,35810,14.24,834,0
52,120675,0,rent,medical,17741,5.7,539,1
61,80430,16,mortgage,home_improvement,17761,20.83,787,0
56,139000,11,mortgage,education,14336,22.68,421,0
54,21515,3,own,debt_consolidation,21872,18.72,552,0
56,117206,12,rent,business,14414,10.36,440,0
22,134210,8,rent,debt_consolidation,5797,7.46,751,0
35,124630,6,mortgage,business,4307,12.64,452,0
54,34605,4,own,education,33568,21.67,607,0
56,76240,4,rent,home_improvement,3596,11.96,616,1
26,25586,16,own,personal,18167,5.69,828,1
59,121221,8,rent,education,23308,10.49,595,1
62,140419,5,mortgage,debt_consolidation,25215,24.8,644,1
32,142374,18,mortgage,personal,12795,18.53,581,0
23,134205,15,mortgage,home_improvement,15984,23.02,507,0
38,51186,1,mortgage,debt_consolidation,13134,20.5,395,1
60,46928,9,mortgage,home_improvement,11782,15.79,751,0
41,118264,15,mortgage,business,22651,7.97,672,0
35,103087,4,own,education,25022,11.97,372,0
53,142990,14,mortgage,home_improvement,19922,16.67,632,0
55,107029,12,own,debt_consolidation,15618,22.41,692,0
46,40711,12,mortgage,education,18245,10.37,405,0
28,74962,12,rent,debt_consolidation,19260,7.42,400,0
56,40039,14,rent,debt_consolidation,11027,16.18,658,0
50,56561,13,rent,personal,14986,8.53,628,0
43,95483,7,own,medical,4526,17.21,694,1
62,117871,10,mortgage,home_improvement,27261,10.27,334,1
64,101395,17,own,home_improvement,2622,9.62,456,1
34,108658,3,mortgage,personal,39286,12.98,572,0
34,21577,9,rent,business,30533,16.86,695,1
22,127792,0,own,home_improvement,36425,15.91,506,1
57,48350,4,mortgage,personal,19316,9.89,605,0
25,136908,12,own,home_improvement,9699,22.82,835,0
58,127468,0,own,home_improvement,14955,7.2,761,0
61,53798,7,rent,debt_consolidation,32543,5.79,551,0
34,117434,2,rent,personal,36424,17.05,566,1
59,101417,2,rent,business,17673,7.47,508,1
45,30785,6,rent,home_improvement,24395,15.1,838,0
